nombre_imagen,nombre_avenida,calzada,tramo_id,pci_clase
73M5xUOiLNVN3bkiG2hlnA_atras.jpg,Bertello,Ida,UM-09,Fair
B1UuHRsoz2gGXMZzYrrdEQ_adelante.jpg,Bertello,Ida,UM-10,Poor
B1UuHRsoz2gGXMZzYrrdEQ_atras.jpg,Bertello,Ida,UM-10,Fair
52uAOd3X6-36LyUaT1lTWA_adelante.jpg,Bertello,Ida,UM-10,Fair
52uAOd3X6-36LyUaT1lTWA_atras.jpg,Bertello,Ida,UM-10,Fair
pcwRJAaqz3SxFEFC1WiRLg_adelante.jpg,Bertello,Ida,UM-11,Fair
pcwRJAaqz3SxFEFC1WiRLg_atras.jpg,Bertello,Ida,UM-11,Fair
mHkqbGBa2YY75oswqyqmWQ_adelante.jpg,Bertello,Ida,UM-11,Fair
mHkqbGBa2YY75oswqyqmWQ_atras.jpg,Bertello,Ida,UM-11,Fair
vW0GJrjaGQHoC1-pvqfyzg_adelante.jpg,Bertello,Ida,UM-11,Fair
vW0GJrjaGQHoC1-pvqfyzg_atras.jpg,Bertello,Ida,UM-11,Fair
X6uKBmbnRVjc6cnmKXt6rg_atras.jpg,Bertello,Ida,UM-12,Poor
v4a5ewh-mo_WDLq42rNn_Q_atras.jpg,Bertello,Ida,UM-12,Poor
n97xd5lQBnEISwaav6-_wg_atras.jpg,Bertello,Ida,UM-12,Poor
3rvrGKzZNHtPeTEclAUSRQ_adelante.jpg,Bertello,Ida,UM-13,Fair
3rvrGKzZNHtPeTEclAUSRQ_atras.jpg,Bertello,Ida,UM-13,Fair
ooB-UvuwZWhMjXKuf5YD-A_adelante.jpg,Bertello,Ida,UM-13,Fair
V6jZ9m7SjOI1yoegFCezlA_adelante.jpg,Bertello,Ida,UM-13,Fair
V6jZ9m7SjOI1yoegFCezlA_atras.jpg,Bertello,Ida,UM-13,Fair
WeOpEfuohDnRwV1TkGlhLw_adelante.jpg,Bertello,Ida,UM-14,Fair
WeOpEfuohDnRwV1TkGlhLw_atras.jpg,Bertello,Ida,UM-14,Fair
bOWu1RMoERlF3HF7ftzrng_adelante.jpg,Bertello,Ida,UM-14,Fair
bOWu1RMoERlF3HF7ftzrng_atras.jpg,Bertello,Ida,UM-14,Fair
qOtK6OSLYa4-wRYbD_GJ1A_adelante.jpg,Bertello,Ida,UM-14,Fair
qOtK6OSLYa4-wRYbD_GJ1A_atras.jpg,Bertello,Ida,UM-14,Fair
7BeHOzP0BvCahG33FF85aw_adelante.jpg,Bertello,Ida,UM-15,Fair
7BeHOzP0BvCahG33FF85aw_atras.jpg,Bertello,Ida,UM-15,Fair
m2kZ8RopKq51TMGs0Q1A4g_adelante.jpg,Bertello,Ida,UM-15,Fair
m2kZ8RopKq51TMGs0Q1A4g_atras.jpg,Bertello,Ida,UM-15,Fair
e6qMm0bqh0zTu8nqRAEA4A_adelante.jpg,Bertello,Ida,UM-15,Fair
e6qMm0bqh0zTu8nqRAEA4A_atras.jpg,Bertello,Ida,UM-15,Fair
g6KqB3RWXzXjzKJHCKlVjw_adelante.jpg,Bertello,Ida,UM-16,Fair
g6KqB3RWXzXjzKJHCKlVjw_atras.jpg,Bertello,Ida,UM-16,Fair
XcAYW43JpjQ69IEwVteA6Q_adelante.jpg,Bertello,Ida,UM-16,Fair
XcAYW43JpjQ69IEwVteA6Q_atras.jpg,Bertello,Ida,UM-16,Fair
Bopu04--k3tkQRqLmhKQdQ_adelante.jpg,Bertello,Ida,UM-16,Fair
Bopu04--k3tkQRqLmhKQdQ_atras.jpg,Bertello,Ida,UM-16,Fair
FHkdmOJVgVaKJrWAPzIA1Q_adelante.jpg,Bertello,Ida,UM-17,Poor
FHkdmOJVgVaKJrWAPzIA1Q_atras.jpg,Bertello,Ida,UM-17,Poor
zLbt_A5QxYxOKWJIEcdxhA_adelante.jpg,Bertello,Ida,UM-17,Poor
zLbt_A5QxYxOKWJIEcdxhA_atras.jpg,Bertello,Ida,UM-17,Poor
qsjutGb8kfHPKRAXG9s8Zw_adelante.jpg,Bertello,Ida,UM-18,Poor
ZHfnAcLhhL_m9bBFbSfwpQ_adelante.jpg,Bertello,Ida,UM-20,Poor
v_-IV8-OFB9tRg2kwfVt3Q_atras.jpg,Bertello,Ida,UM-21,Poor
FyaWCGenfArB7pKlpxHRcA_adelante.jpg,Bertello,Ida,UM-21,Good
FyaWCGenfArB7pKlpxHRcA_atras.jpg,Bertello,Ida,UM-21,Very Poor
XpINZilPx_iWcwfsctJ1Fw_adelante.jpg,Bertello,Ida,UM-21,Poor
sSYQhOCL8tfF8nufP9Y4VA_adelante.jpg,Bertello,Ida,UM-22,Fair
GAz_kSZliIhBMQK2EgTGGA_adelante.jpg,Bertello,Ida,UM-22,Fair
GAz_kSZliIhBMQK2EgTGGA_atras.jpg,Bertello,Ida,UM-22,Fair
80zeh01BopD3-V05ks5UdA_adelante.jpg,Bertello,Ida,UM-22,Fair
0fX91PiECWmvXVnlvEDQfw_adelante.jpg,Bertello,Ida,UM-23,Good
0fX91PiECWmvXVnlvEDQfw_atras.jpg,Bertello,Ida,UM-23,Good
pDOFq7EJ_FkTDNEW7YRpBw_adelante.jpg,Bertello,Ida,UM-23,Good
pDOFq7EJ_FkTDNEW7YRpBw_atras.jpg,Bertello,Ida,UM-23,Fair
mFb3aGzF5_206nl1zpil1w_adelante.jpg,Bertello,Ida,UM-24,Poor
mFb3aGzF5_206nl1zpil1w_atras.jpg,Bertello,Ida,UM-24,Good
Su4PgKHx6PPR6jKaY1dzFA_adelante.jpg,Bertello,Ida,UM-24,Poor
T_i_L0jA7ojolzR04z88iA_adelante.jpg,Bertello,Ida,UM-25,Good
T_i_L0jA7ojolzR04z88iA_atras.jpg,Bertello,Ida,UM-25,Poor
WA3O6ZuWbpGb9Z_7o69_Tw_adelante.jpg,Bertello,Ida,UM-25,Fair
qq0EkP76-xQhCiIqB80pOQ_adelante.jpg,Bertello,Ida,UM-25,Very Poor
qq0EkP76-xQhCiIqB80pOQ_atras.jpg,Bertello,Ida,UM-25,Fair
2p3O4Fwfc_2AIy0eBn-F_Q_adelante.jpg,Bertello,Ida,UM-26,Very Poor
2p3O4Fwfc_2AIy0eBn-F_Q_atras.jpg,Bertello,Ida,UM-26,Poor
tjNml2GOYRoMo-nA8nKo7w_adelante.jpg,Bertello,Ida,UM-26,Poor
tjNml2GOYRoMo-nA8nKo7w_atras.jpg,Bertello,Ida,UM-26,Very Poor
HsLWohY_eWIf5bD1aAqaRg_adelante.jpg,Bertello,Ida,UM-26,Poor
HsLWohY_eWIf5bD1aAqaRg_atras.jpg,Bertello,Ida,UM-26,Poor
cFaSUzRvcCdEkLLQbLpSJA_adelante.jpg,Bertello,Ida,UM-28,Poor
cFaSUzRvcCdEkLLQbLpSJA_atras.jpg,Bertello,Ida,UM-28,Poor
onKfEGt7gfkQLc8iC78Uew_adelante.jpg,Bertello,Ida,UM-28,Poor
onKfEGt7gfkQLc8iC78Uew_atras.jpg,Bertello,Ida,UM-28,Poor
qpSAwMjgD8eq6WDJAm1xjg_adelante.jpg,Bertello,Ida,UM-29,Poor
qpSAwMjgD8eq6WDJAm1xjg_atras.jpg,Bertello,Ida,UM-29,Poor
behrfdUBpiWg-rtRC2DDxQ_adelante.jpg,Bertello,Ida,UM-29,Poor
behrfdUBpiWg-rtRC2DDxQ_atras.jpg,Bertello,Ida,UM-29,Poor
BnweUY-rd_6pLlO__0A3Dw_adelante.jpg,Bertello,Ida,UM-29,Poor
BnweUY-rd_6pLlO__0A3Dw_atras.jpg,Bertello,Ida,UM-29,Poor
doskWorSNARw33LLvYZciQ_adelante.jpg,Bertello,Ida,UM-29,Poor
doskWorSNARw33LLvYZciQ_atras.jpg,Bertello,Ida,UM-29,Poor
NXvCjDTVtL-Hv0XOqD6wyw_adelante.jpg,Bertello,Ida,UM-30,Poor
NXvCjDTVtL-Hv0XOqD6wyw_atras.jpg,Bertello,Ida,UM-30,Very Poor
OX5oGdp_SEH42PE5WO5HrA_adelante.jpg,Bertello,Ida,UM-30,Poor
f4btWN5FxB3V4LOzf0yCsQ_adelante.jpg,Bertello,Ida,UM-30,Very Poor
SHNv5ud6jDWp7EFrMYp9gw_adelante.jpg,Bertello,Ida,UM-31,Very Poor
nbjyo1MQ6Yq7D9SSpJXvMA_adelante.jpg,Bertello,Ida,UM-33,Poor
NMnxTwEzI9INFVeMAshJEw_adelante.jpg,Bertello,Ida,UM-33,Poor
NMnxTwEzI9INFVeMAshJEw_atras.jpg,Bertello,Ida,UM-33,Poor
BaPDmRm8KJnhbC-2TyFY0w_adelante.jpg,Bertello,Ida,UM-34,Very Poor
BaPDmRm8KJnhbC-2TyFY0w_atras.jpg,Bertello,Ida,UM-34,Very Poor
dpWfbcls94U1A6IKFSIfJg_adelante.jpg,Bertello,Ida,UM-34,Poor
dpWfbcls94U1A6IKFSIfJg_atras.jpg,Bertello,Ida,UM-34,Very Poor
i_VOzpFHDPxP559koy8FYw_adelante.jpg,Bertello,Ida,UM-34,Poor
EQm8ZqBACrYLpvAUqoBa3A_adelante.jpg,Bertello,Ida,UM-35,Very Poor
EQm8ZqBACrYLpvAUqoBa3A_atras.jpg,Bertello,Ida,UM-35,Very Poor
D0ageXAwbEM5TpmYOps0vQ_adelante.jpg,Bertello,Ida,UM-35,Fair
D0ageXAwbEM5TpmYOps0vQ_atras.jpg,Bertello,Ida,UM-35,Very Poor
OsiHsJGLP0Dz5VteAtanRg_adelante.jpg,Bertello,Ida,UM-35,Very Poor
OsiHsJGLP0Dz5VteAtanRg_atras.jpg,Bertello,Ida,UM-35,Poor
7wTwITE_aq-0fyntB4THTQ_adelante.jpg,Bertello,Ida,UM-36,Poor
7wTwITE_aq-0fyntB4THTQ_atras.jpg,Bertello,Ida,UM-36,Poor
XjcxHL2azGftNa_niNFlZQ_adelante.jpg,Bertello,Ida,UM-36,Very Poor
XjcxHL2azGftNa_niNFlZQ_atras.jpg,Bertello,Ida,UM-36,Poor
zKhXoFAPdKofKL4-FyYGNw_adelante.jpg,Bertello,Ida,UM-36,Poor
zKhXoFAPdKofKL4-FyYGNw_atras.jpg,Bertello,Ida,UM-36,Poor
-jSpRjlkJE66_ghzBsTj-A_adelante.jpg,Bertello,Ida,UM-36,Poor
-jSpRjlkJE66_ghzBsTj-A_atras.jpg,Bertello,Ida,UM-36,Poor
NZYWJ-MtbRJNMFOMSrugXg_adelante.jpg,Bertello,Ida,UM-37,Poor
NZYWJ-MtbRJNMFOMSrugXg_atras.jpg,Bertello,Ida,UM-37,Poor
rXTSfxV3IkHMudSejsaieg_adelante.jpg,Bertello,Ida,UM-37,Poor
VMDLDb5lpBt45DeJx8L_Zw_adelante.jpg,Bertello,Ida,UM-38,Poor
VMDLDb5lpBt45DeJx8L_Zw_atras.jpg,Bertello,Ida,UM-38,Poor
s-Eet2esfEc_NFxGGKWBkg_adelante.jpg,Bertello,Ida,UM-38,Poor
s-Eet2esfEc_NFxGGKWBkg_atras.jpg,Bertello,Ida,UM-38,Poor
BfeNTFXyEsykMUW6gD2mlA_adelante.jpg,Bertello,Ida,UM-39,Very Poor
BfeNTFXyEsykMUW6gD2mlA_atras.jpg,Bertello,Ida,UM-39,Very Poor
zIyHSU1mq1B0zj6eUxeHSA_adelante.jpg,Bertello,Ida,UM-39,Very Poor
zIyHSU1mq1B0zj6eUxeHSA_atras.jpg,Bertello,Ida,UM-39,Very Poor
01GKIFUkCUpAoL8UiNaZNg_adelante.jpg,Bertello,Ida,UM-40,Poor
d7B14Q_I0yqcmlxboCDdmw_adelante.jpg,Bertello,Ida,UM-40,Poor
d7B14Q_I0yqcmlxboCDdmw_atras.jpg,Bertello,Ida,UM-40,Poor
FBAJReX-njol3wR5sZGpRw_adelante.jpg,Bertello,Ida,UM-40,Poor
FBAJReX-njol3wR5sZGpRw_atras.jpg,Bertello,Ida,UM-40,Poor
ama1pbWBp6ET0_YS-pS_kg_adelante.jpg,Bertello,Ida,UM-41,Poor
ama1pbWBp6ET0_YS-pS_kg_atras.jpg,Bertello,Ida,UM-41,Poor
aKp12CTg4IVmzqzniSpsig_adelante.jpg,Bertello,Ida,UM-41,Poor
aKp12CTg4IVmzqzniSpsig_atras.jpg,Bertello,Ida,UM-41,Poor
moqifNW6p5NwsIGnAsTvaQ_adelante.jpg,Bertello,Ida,UM-41,Poor
moqifNW6p5NwsIGnAsTvaQ_atras.jpg,Bertello,Ida,UM-41,Poor
OiwP6vF_9ATCCn_LXGpoPA_adelante.jpg,Bertello,Ida,UM-42,Poor
OiwP6vF_9ATCCn_LXGpoPA_atras.jpg,Bertello,Ida,UM-42,Poor
zCJRr6StaCuK11M-b54FOg_adelante.jpg,Bertello,Ida,UM-42,Poor
zCJRr6StaCuK11M-b54FOg_atras.jpg,Bertello,Ida,UM-42,Poor
wUOTYYly2Sbof7Wr7_O3uQ_adelante.jpg,Bertello,Ida,UM-42,Poor
wUOTYYly2Sbof7Wr7_O3uQ_atras.jpg,Bertello,Ida,UM-42,Poor
p_fxZeauBESBx_Pg-qpbLw_adelante.jpg,Bertello,Ida,UM-43,Very Poor
p_fxZeauBESBx_Pg-qpbLw_atras.jpg,Bertello,Ida,UM-43,Poor
wBZ2J__dtuOmXJ5JeToqig_adelante.jpg,Bertello,Ida,UM-43,Very Poor
wBZ2J__dtuOmXJ5JeToqig_atras.jpg,Bertello,Ida,UM-43,Very Poor
306icby7Wc5rxZx-YIW85w_adelante.jpg,Bertello,Ida,UM-43,Very Poor
306icby7Wc5rxZx-YIW85w_atras.jpg,Bertello,Ida,UM-43,Very Poor
GQLVtZ9ClUB6qJrRChcyXg_adelante.jpg,Bertello,Ida,UM-44,Poor
GQLVtZ9ClUB6qJrRChcyXg_atras.jpg,Bertello,Ida,UM-44,Poor
iDPL4q743dUEmOCNoqIWwg_adelante.jpg,Bertello,Ida,UM-44,Poor
iDPL4q743dUEmOCNoqIWwg_atras.jpg,Bertello,Ida,UM-44,Poor
eIVrQ9Sk0y3LKgegPUw82g_adelante.jpg,Bertello,Ida,UM-44,Poor
eIVrQ9Sk0y3LKgegPUw82g_atras.jpg,Bertello,Ida,UM-44,Poor
4zlyh_WeSIp2Fzpr1B3NGg_adelante.jpg,Bertello,Ida,UM-44,Poor
4zlyh_WeSIp2Fzpr1B3NGg_atras.jpg,Bertello,Ida,UM-44,Poor
ob6qgJdEXQn8opVuWSVrHg_adelante.jpg,Bertello,Ida,UM-45,Fair
ob6qgJdEXQn8opVuWSVrHg_atras.jpg,Bertello,Ida,UM-45,Poor
cjqzYyUbtjkq3inZbymRkg_adelante.jpg,Bertello,Ida,UM-45,Fair
cjqzYyUbtjkq3inZbymRkg_atras.jpg,Bertello,Ida,UM-45,Poor
EpXRVWyP3QT63n_QsfU1Ew_atras.jpg,Carretera_A_Los_Delfines,Ida,UM-01,Very Poor
I8PVws2A-hGYJeG0Sf5wqw_adelante.jpg,Carretera_A_Los_Delfines,Ida,UM-01,Fair
I8PVws2A-hGYJeG0Sf5wqw_atras.jpg,Carretera_A_Los_Delfines,Ida,UM-01,Fair
aiTCrM3ZMFhIYHlyGZKwlA_adelante.jpg,Carretera_A_Los_Delfines,Ida,UM-07,Poor
aiTCrM3ZMFhIYHlyGZKwlA_atras.jpg,Carretera_A_Los_Delfines,Ida,UM-07,Poor
uLuxXtXOSibn6qH31whiMw_adelante.jpg,Carretera_A_Los_Delfines,Ida,UM-07,Poor
6ShyR1zioFvPlN_5avTffA_adelante.jpg,Carretera_A_Los_Delfines,Ida,UM-07,Poor
6ShyR1zioFvPlN_5avTffA_atras.jpg,Carretera_A_Los_Delfines,Ida,UM-07,Poor
0mZxVYZr33P2DY9GS5jwEg_adelante.jpg,Carretera_A_Los_Delfines,Ida,UM-07,Poor
0mZxVYZr33P2DY9GS5jwEg_atras.jpg,Carretera_A_Los_Delfines,Ida,UM-07,Poor
jEQvxMK1-1Do3eMxnNdxJQ_adelante.jpg,Carretera_A_Los_Delfines,Ida,UM-13,Poor
jEQvxMK1-1Do3eMxnNdxJQ_atras.jpg,Carretera_A_Los_Delfines,Ida,UM-13,Fair
_73ohHNKcF-WswZwdwo9Jw_adelante.jpg,Carretera_A_Los_Delfines,Ida,UM-25,Fair
_73ohHNKcF-WswZwdwo9Jw_atras.jpg,Carretera_A_Los_Delfines,Ida,UM-25,Very Poor
8SB6FPdVGUaz4xTNcePu3A_adelante.jpg,Carretera_A_Los_Delfines,Ida,UM-25,Very Poor
8SB6FPdVGUaz4xTNcePu3A_atras.jpg,Carretera_A_Los_Delfines,Ida,UM-25,Very Poor
JoLG9bVJ3HvYjFMy4rJOPw_adelante.jpg,Carretera_A_Los_Delfines,Ida,UM-31,Fair
JoLG9bVJ3HvYjFMy4rJOPw_atras.jpg,Carretera_A_Los_Delfines,Ida,UM-31,Fair
-zQiqQvrLdyfHCRpr7-vaQ_adelante.jpg,Carretera_A_Los_Delfines,Ida,UM-31,Fair
-zQiqQvrLdyfHCRpr7-vaQ_atras.jpg,Carretera_A_Los_Delfines,Ida,UM-31,Fair
S0EpChiKuCxUSaaXaeGiuQ_adelante.jpg,Carretera_A_Los_Delfines,Ida,UM-37,Poor
S0EpChiKuCxUSaaXaeGiuQ_atras.jpg,Carretera_A_Los_Delfines,Ida,UM-37,Poor
gdZXf35ciq4II_rDpUqnXg_adelante.jpg,Carretera_A_Los_Delfines,Ida,UM-37,Poor
gdZXf35ciq4II_rDpUqnXg_atras.jpg,Carretera_A_Los_Delfines,Ida,UM-37,Poor
GO8ocOPe6KnP8OsE1xoorg_adelante.jpg,Carretera_A_Los_Delfines,Ida,UM-43,Poor
GO8ocOPe6KnP8OsE1xoorg_atras.jpg,Carretera_A_Los_Delfines,Ida,UM-43,Poor
axkp4hPMvptOW16YKc4F2w_adelante.jpg,Carretera_A_Los_Delfines,Ida,UM-43,Poor
axkp4hPMvptOW16YKc4F2w_atras.jpg,Carretera_A_Los_Delfines,Ida,UM-43,Poor
A9EnZWb3E7xZNokUCkiwhA_adelante.jpg,Carretera_A_Los_Delfines,Ida,UM-49,Very Poor
A9EnZWb3E7xZNokUCkiwhA_atras.jpg,Carretera_A_Los_Delfines,Ida,UM-49,Poor
Izbj9uDKIK6gSkZgxr9Pvw_adelante.jpg,Carretera_A_Los_Delfines,Ida,UM-49,Very Poor
Izbj9uDKIK6gSkZgxr9Pvw_atras.jpg,Carretera_A_Los_Delfines,Ida,UM-49,Poor
tzo0oOtgPBtvsCzOCTkBcQ_adelante.jpg,Carretera_A_Los_Delfines,Ida,UM-55,Poor
tzo0oOtgPBtvsCzOCTkBcQ_atras.jpg,Carretera_A_Los_Delfines,Ida,UM-55,Poor
8IamC9E7EM9dBSJfQajhaw_adelante.jpg,Carretera_A_Los_Delfines,Ida,UM-61,Poor
8IamC9E7EM9dBSJfQajhaw_atras.jpg,Carretera_A_Los_Delfines,Ida,UM-61,Poor
sB4SXcQX77ImVdzEb_ghAg_adelante.jpg,Carretera_A_Los_Delfines,Ida,UM-67,Poor
sB4SXcQX77ImVdzEb_ghAg_atras.jpg,Carretera_A_Los_Delfines,Ida,UM-67,Poor
vzClWYK_KYZUnBXi81UnvQ_adelante.jpg,Carretera_A_Los_Delfines,Ida,UM-73,Fair
vzClWYK_KYZUnBXi81UnvQ_atras.jpg,Carretera_A_Los_Delfines,Ida,UM-73,Fair
EOksOmxlLJtegJnpHQ6iHA_adelante.jpg,Gnral_Hoyos_Rubio,Ida,UM-01,Fair
EOksOmxlLJtegJnpHQ6iHA_atras.jpg,Gnral_Hoyos_Rubio,Ida,UM-01,Poor
6H__8_w2HQZ2WKlV-zd5PQ_adelante.jpg,Gnral_Hoyos_Rubio,Ida,UM-01,Fair
6H__8_w2HQZ2WKlV-zd5PQ_atras.jpg,Gnral_Hoyos_Rubio,Ida,UM-01,Fair
Wv-uunDXneRqDiVZnHflqQ_adelante.jpg,Gnral_Hoyos_Rubio,Ida,UM-01,Fair
Wv-uunDXneRqDiVZnHflqQ_atras.jpg,Gnral_Hoyos_Rubio,Ida,UM-01,Fair
PRKVp8JZRBI-MTbkAF3-gg_adelante.jpg,Gnral_Hoyos_Rubio,Ida,UM-02,Very Poor
PRKVp8JZRBI-MTbkAF3-gg_atras.jpg,Gnral_Hoyos_Rubio,Ida,UM-02,Fair
IxGZN6ayiQYQ55MMM7wpUw_atras.jpg,Gnral_Hoyos_Rubio,Ida,UM-02,Very Poor
T57hyeJpyJAPvPmhn7j_6A_adelante.jpg,Gnral_Hoyos_Rubio,Ida,UM-02,Poor
T57hyeJpyJAPvPmhn7j_6A_atras.jpg,Gnral_Hoyos_Rubio,Ida,UM-02,Very Poor
RMqRci18WerCmlMGcQ3gdw_adelante.jpg,Gnral_Hoyos_Rubio,Ida,UM-02,Very Poor
RMqRci18WerCmlMGcQ3gdw_atras.jpg,Gnral_Hoyos_Rubio,Ida,UM-02,Very Poor
Bj-Pn9nHotbGL-caxAmSpg_adelante.jpg,Gnral_Hoyos_Rubio,Ida,UM-02,Very Poor
Bj-Pn9nHotbGL-caxAmSpg_atras.jpg,Gnral_Hoyos_Rubio,Ida,UM-02,Very Poor
9r7JcA8A6mKbRT7PtEiP4A_adelante.jpg,Gnral_Hoyos_Rubio,Ida,UM-03,Very Poor
9r7JcA8A6mKbRT7PtEiP4A_atras.jpg,Gnral_Hoyos_Rubio,Ida,UM-03,Very Poor
qlQ8GFLx9t2VArdwXYONMA_adelante.jpg,Gnral_Hoyos_Rubio,Ida,UM-03,Very Poor
qlQ8GFLx9t2VArdwXYONMA_atras.jpg,Gnral_Hoyos_Rubio,Ida,UM-03,Very Poor
cVicrtmKppkX6kT62XeF4A_adelante.jpg,Gnral_Hoyos_Rubio,Ida,UM-03,Very Poor
cVicrtmKppkX6kT62XeF4A_atras.jpg,Gnral_Hoyos_Rubio,Ida,UM-03,Very Poor
V9WIVTbWuaJfyNPMuV6TeA_adelante.jpg,Gnral_Hoyos_Rubio,Ida,UM-04,Very Poor
V9WIVTbWuaJfyNPMuV6TeA_atras.jpg,Gnral_Hoyos_Rubio,Ida,UM-04,Very Poor
_lmI1o97AOyzY2ComV4BHQ_adelante.jpg,Gnral_Hoyos_Rubio,Ida,UM-04,Very Poor
_lmI1o97AOyzY2ComV4BHQ_atras.jpg,Gnral_Hoyos_Rubio,Ida,UM-04,Very Poor
3pKPyWvNn0DV9NtNC5Ci2g_adelante.jpg,Gnral_Hoyos_Rubio,Ida,UM-04,Very Poor
3pKPyWvNn0DV9NtNC5Ci2g_atras.jpg,Gnral_Hoyos_Rubio,Ida,UM-04,Very Poor
oI_ZXXxFAutZE6ceCDOEmg_adelante.jpg,Gnral_Hoyos_Rubio,Ida,UM-04,Very Poor
oI_ZXXxFAutZE6ceCDOEmg_atras.jpg,Gnral_Hoyos_Rubio,Ida,UM-04,Very Poor
LLpX-Tfr0mHgmUho7NKCGQ_adelante.jpg,Gnral_Hoyos_Rubio,Ida,UM-05,Very Poor
LLpX-Tfr0mHgmUho7NKCGQ_atras.jpg,Gnral_Hoyos_Rubio,Ida,UM-05,Very Poor
gcm-QDJUd4IiFnOZPuEjzA_adelante.jpg,Gnral_Hoyos_Rubio,Ida,UM-05,Very Poor
gcm-QDJUd4IiFnOZPuEjzA_atras.jpg,Gnral_Hoyos_Rubio,Ida,UM-05,Very Poor
7JDnmI4cMWNVka0xct7DBw_adelante.jpg,Gnral_Hoyos_Rubio,Ida,UM-05,Very Poor
7JDnmI4cMWNVka0xct7DBw_atras.jpg,Gnral_Hoyos_Rubio,Ida,UM-05,Very Poor
